PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	VN	VH	DI	D2	L1	L2	L3	EA	SU	DT	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	LA	AS	AC	CG	DG	C1	C3	EC	DE	DA	UT	PM	
J	Wolfe, Allison L.; Broughton, Jack M.								A foraging theory perspective on the associational critique of North American Pleistocene overkill								JOURNAL OF ARCHAEOLOGICAL SCIENCE				119						105162			10.1016/j.jas.2020.105162							Article	JUL 2020	2020										11	0	0	0	4	0	11			0305-4403	1095-9238											2020-06-29	WOS:000540306100008		
J	Donkpegan, Armel S. L.; Doucet, Jean-Louis; Hardy, Olivier J.; Heuertz, Myriam; Pineiro, Rosalia								Miocene Diversification in the Savannahs Precedes Tetraploid Rainforest Radiation in the African Tree GenusAfzelia(Detarioideae, Fabaceae)								FRONTIERS IN PLANT SCIENCE				11						798			10.3389/fpls.2020.00798							Article	JUN 17 2020	2020										5	0	0	0	4	0	5			1664-462X												2020-07-22	WOS:000547003700001	32625223	
J	Laug, Andreas; Schwarz, Anja; Lauterbach, Stefan; Engels, Stefan; Schwalb, Antje					Schwarz, Anja/0000-0003-0722-2354; Lauterbach, Stefan/0000-0003-4131-0366; Schwalb, Antje/0000-0002-4628-1958			Ecosystem shifts at two mid-Holocene tipping points in the alpine Lake Son Kol (Kyrgyzstan, Central Asia)								HOLOCENE				30	10			1410	1419	0959683620932973			10.1177/0959683620932973					JUN 2020		Article	OCT 2020	2020										10	0	0	0	5	0	10			0959-6836	1477-0911											2020-06-09	WOS:000539328800001		
J	Miller, D. Shane; Carmody, Stephen B.					Carmody, Stephen B/0000-0002-7412-4191			Fire on the Mountain: The Ideal Free Distribution and Early Hunter-gatherer Demography in the Tennessee River Drainage, USA								ENVIRONMENTAL ARCHAEOLOGY				27	4	SI		357	371				10.1080/14614103.2020.1777054					JUN 2020		Article	JUL 4 2022	2022										7	0	0	0	1	0	7			1461-4103	1749-6314											2020-07-10	WOS:000543646000001		
J	Plekhov, Daniel; Levine, Evan I.					Levine, Evan/0000-0002-2379-9965			Defining Suitability in Mixed Agropastoral Societies: A Case Study from Bactria in Northern Afghanistan								ENVIRONMENTAL ARCHAEOLOGY				27	4	SI		372	387				10.1080/14614103.2020.1777055					JUN 2020		Article	JUL 4 2022	2022										2	0	0	0	0	0	2			1461-4103	1749-6314											2020-07-10	WOS:000543576500001		
J	Fagernaes, Zandra; Garcia-Collado, Maite, I; Hendy, Jessica; Hofman, Courtney A.; Speller, Camilla; Velsko, Irina; Warinner, Christina				Speller, Camilla/GLV-4769-2022	Garcia-Collado, Maite I./0000-0003-4324-0197; Warinner, Christina/0000-0002-4528-5877; Fagernas, Zandra/0000-0003-2667-3556; Hofman, Courtney/0000-0002-6808-3370			A unified protocol for simultaneous extraction of DNA and proteins from archaeological dental calculus								JOURNAL OF ARCHAEOLOGICAL SCIENCE				118						105135			10.1016/j.jas.2020.105135							Article	JUN 2020	2020										12	0	0	0	5	0	12			0305-4403	1095-9238											2020-07-07	WOS:000539432400002		
J	Glover, Hayley J.; Ladefoged, Thegn N.; Cochrane, Ethan E.					Ladefoged, Thegn/0000-0002-6950-9898; Cochrane, Ethan/0000-0001-9027-0634			Costly signalling and the distribution of monumental mounds in Savai'i and 'Upolu, Samoa								ARCHAEOLOGY IN OCEANIA				55	3			141	152				10.1002/arco.5212					JUN 2020		Article	OCT 2020	2020										2	0	0	0	0	0	2			0728-4896	1834-4453											2020-06-10	WOS:000536711900001		
J	Rodriguez, Alice; Pouydebat, Emmanuelle; Chacon, M. Gema; Moncel, Marie-Helene; Cornette, Raphael; Bardo, Ameline; Cheze, Laurence; Iovita, Radu; Borel, Antony				CHEZE, Laurence/H-2885-2018; Iovita, Radu/B-9580-2015; Bardo, Ameline/AAP-2031-2020; Borel, Antony/GQA-8852-2022; Pouydebat, Emmanuelle/D-3150-2013	CHEZE, Laurence/0000-0003-2265-9781; Iovita, Radu/0000-0001-9531-1159; Bardo, Ameline/0000-0003-1840-6423; Borel, Antony/0000-0002-6014-1863; Cornette, Raphael/0000-0003-4182-4201			Right or left? Determining the hand holding the tool from use traces								JOURNAL OF ARCHAEOLOGICAL SCIENCE-REPORTS				31						102316			10.1016/j.jasrep.2020.102316							Article	JUN 2020	2020										3	0	0	0	1	0	3			2352-409X												2020-06-26	WOS:000540011200005		
J	Royle, Thomas C. A.; Zhang, Hua; Guiry, Eric J.; Orchard, Trevor J.; Needs-Howarth, Suzanne; Yang, Dongya Y.					Royle, Thomas C.A./0000-0001-8178-123X			Investigating the sex-selectivity of a middle Ontario Iroquoian Atlantic salmon (Salmo salar) and lake trout (Salvelinus namaycush) fishery through ancient DNA analysis								JOURNAL OF ARCHAEOLOGICAL SCIENCE-REPORTS				31						102301			10.1016/j.jasrep.2020.102301							Article	JUN 2020	2020										5	0	0	0	4	0	5			2352-409X												2020-06-26	WOS:000540013600003		
J	Silva, Fabio					Silva, Fabio/0000-0003-1368-6331			A probabilistic framework and significance test for the analysis of structural orientations in skyscape archaeology								JOURNAL OF ARCHAEOLOGICAL SCIENCE				118						105138			10.1016/j.jas.2020.105138							Article	JUN 2020	2020										5	0	0	0	0	0	5			0305-4403	1095-9238											2020-07-07	WOS:000539432400003		
J	Smith, Geoff M.; Noack, Elisabeth S.; Behrens, Nina Maria; Ruebens, Karen; Street, Martin; Iovita, Radu; Gaudzinski-Windheuser, Sabine				Smith, Geoff/GSD-3294-2022; Iovita, Radu/B-9580-2015	Smith, Geoff/0000-0001-7155-5140; Iovita, Radu/0000-0001-9531-1159; Noack, Elisabeth/0000-0002-9853-9877; Street, Martin/0000-0002-1707-604X; Ruebens, Karen/0000-0002-5621-5786			When Lithics Hit Bones: Evaluating the Potential of a Multifaceted Experimental Protocol to Illuminate Middle Palaeolithic Weapon Technology								JOURNAL OF PALEOLITHIC ARCHAEOLOGY				3	2			126	156				10.1007/s41982-020-00053-6							Article	JUN 2020	2020										9	0	1	0	2	0	10				2520-8217											2020-06-01	WOS:000668946200003		
J	Westner, K. J.; Birch, T.; Kemmers, F.; Klein, S.; Hoefer, H. E.; Seitz, H-M				Westner, Katrin/AAQ-3265-2021	Westner, Katrin/0000-0001-5529-1165; Kemmers, Fleur/0000-0001-9962-7812; Birch, Thomas/0000-0002-4568-9767			ROME'S Rise to Power. Geochemical Analysis of Silver Coinage from the Western Mediterranean (Fourth to Second Centuries BCE)								ARCHAEOMETRY				62	3			577	592				10.1111/arcm.12547							Article	JUN 2020	2020										16	0	0	0	0	0	16			0003-813X	1475-4754											2020-04-22	WOS:000525325500009		
J	Yeshurun, Reuven; Malkinson, Dan; Gershtein, Kathryn M. Crater; Zaidner, Yossi; Weinstein-Evron, Mina				Yeshurun, Reuven/A-3182-2013	Yeshurun, Reuven/0000-0002-1734-0138; Zaidner, Yossi/0000-0002-4247-4824			Site occupation dynamics of early modern humans at Misliya Cave (Mount Carmel, Israel): Evidence from the spatial taphonomy of faunal remains								JOURNAL OF HUMAN EVOLUTION				143						102797			10.1016/j.jhevol.2020.102797							Article	JUN 2020	2020										5	0	0	0	3	0	5			0047-2484												2020-06-02	WOS:000534400600010	32371290	
J	Naito, Yuichi I.; Yamane, Masako; Kitagawa, Hiroyuki					Naito, Yuichi/0000-0002-8662-7765; Yamane, Masako/0000-0002-5063-0719			A protocol for using attenuated total reflection Fourier-transform infrared spectroscopy for pre-screening ancient bone collagen prior to radiocarbon dating								RAPID COMMUNICATIONS IN MASS SPECTROMETRY				34	10					e8720			10.1002/rcm.8720							Article	MAY 30 2020	2020										4	0	0	0	2	0	4			0951-4198	1097-0231											2020-05-14	WOS:000529873700015	31899568	
J	Rose, Thomas; Telouk, Philippe; Fiebig, Jens; Marschall, Horst R.; Klein, Sabine				Marschall, Horst/E-1661-2011; TELOUK, Philippe/AAY-6708-2021; Klein, Sabine/AAD-1543-2022; Rose, Thomas/ABF-5176-2021	Marschall, Horst/0000-0002-0609-682X; Rose, Thomas/0000-0002-8186-3566; Klein, Sabine/0000-0002-3939-4428			Iron and oxygen isotope systematics during corrosion of iron objects: a first approach								ARCHAEOLOGICAL AND ANTHROPOLOGICAL SCIENCES				12	6					113			10.1007/s12520-020-01072-8							Article	MAY 20 2020	2020										3	0	0	0	1	0	3			1866-9557	1866-9565											2020-06-02	WOS:000534806000001		
J	Li, Qiong; Nava, Alessia; Reynard, Linda M.; Thirlwall, Matthew; Bondioli, Luca; Mueller, Wolfgang				Nava, Alessia/AAH-1754-2019; Reynard, Linda M./AFQ-9581-2022	Nava, Alessia/0000-0002-6319-0425; Reynard, Linda M./0000-0001-5732-1532; Thirlwall, Matthew/0000-0002-1450-5048; Bondlioli, Luca/0000-0002-8511-7667; Muller, Wolfgang/0000-0001-5368-8011			Spatially-Resolved Ca Isotopic and Trace Element Variations in Human Deciduous Teeth Record Diet and Physiological Change								ENVIRONMENTAL ARCHAEOLOGY				27	5			474	483				10.1080/14614103.2020.1758988					MAY 2020		Article	SEP 3 2022	2022										20	0	0	0	10	0	20			1461-4103	1749-6314											2020-05-28	WOS:000533744400001		
J	Klein, S.; Rose, T.				Klein, Sabine/AAD-1543-2022; Rose, Thomas/ABF-5176-2021	Rose, Thomas/0000-0002-8186-3566; Klein, Sabine/0000-0002-3939-4428			Evaluating copper isotope fractionation in the metallurgical operational chain: An experimental approach								ARCHAEOMETRY				62		SI		134	155				10.1111/arcm.12564					MAY 2020	1	Article	AUG 2020	2020										6	0	0	0	3	0	6			0003-813X	1475-4754											2020-05-04	WOS:000530567400001		
J	Bulinova, Marie; Kohler, Tyler J.; Kavan, Jan; Van de Vijver, Bart; Nyvlt, Daniel; Nedbalova, Linda; Coria, Silvia H.; Lirio, Juan M.; Kopalova, Katerina				Nyvlt, Daniel/J-6504-2019; Kohler, Tyler J/I-5472-2016; Nedbalová, Linda/AAF-1001-2022; Nedbalová, Linda/AFF-8321-2022; kavan, jan/ACU-4986-2022; Nedbalová, Linda/D-2792-2009; Kopalová, Kateřina/M-6207-2017	Nyvlt, Daniel/0000-0002-6876-490X; Kohler, Tyler J/0000-0001-5137-4844; Nedbalová, Linda/0000-0003-1800-714X; Nedbalová, Linda/0000-0003-1800-714X; Nedbalová, Linda/0000-0003-1800-714X; Kopalová, Kateřina/0000-0002-7905-4268; Lirio, Juan Manuel/0000-0002-1019-8407; Kavan, Jan/0000-0003-4524-3009; Van de Vijver, Bart/0000-0002-6244-1886			Comparison of Diatom Paleo-Assemblages with Adjacent Limno-Terrestrial Communities on Vega Island, Antarctic Peninsula								WATER				12	5					1340			10.3390/w12051340							Article	MAY 2020	2020										5	0	0	0	3	0	5				2073-4441											2020-05-01	WOS:000555915200119		
J	Carroll, Hannah M.; Wanamaker, Alan D.; Clark, Lynn G.; Wilsey, Brian J.					Wilsey, Brian J./0000-0002-0628-5006; Carroll, Hannah/0000-0003-3343-3358; Wanamaker, Alan/0000-0002-6560-6420			Ragweed and sagebrush pollen can distinguish between vegetation types at broad spatial scales								ECOSPHERE				11	5					e03120			10.1002/ecs2.3120							Article	MAY 2020	2020										0	0	0	0	0	0	0			2150-8925												2020-06-18	WOS:000538094900002		
J	Ivanovaite, Livija; Serwatka, Kamil; Hoggard, Christian Steven; Sauer, Florian; Riede, Felix				Riede, Felix/N-5990-2019	Riede, Felix/0000-0002-4879-7157; Sauer, Florian/0000-0001-9687-4762; Ivanovaite, Livija/0000-0001-8499-3772; Hoggard, Christian/0000-0002-0022-3605			All these Fantastic Cultures? Research History and Regionalization in the Late Palaeolithic Tanged Point Cultures of Eastern Europe								EUROPEAN JOURNAL OF ARCHAEOLOGY				23	2			162	185	PII S1461957119000597			10.1017/eaa.2019.59							Article	MAY 2020	2020										15	0	0	0	2	0	15			1461-9571	1741-2722											2020-05-29	WOS:000533127900002		
J	Korponai, Janos L.; Kover, Csilla; Lopez-Blanco, Charo; Gyulai, Istvan; Forro, Laszlo; Katalinic, Ana; Ketola, Mirva; Nevalainen, Liisa; Luoto, Tomi P.; Sarmaja-Korjonen, Kaarina; Magyari, Eniko K.; Weckstrom, Jan; Urak, Istvan; Vadkerti, Edit; Buczko, Krisztina				López-Blanco, Charo/AAA-6188-2021; Korponai, Janos/G-1438-2011; Weckstrom, Jan/N-7665-2013	López-Blanco, Charo/0000-0002-4638-3401; Korponai, Janos/0000-0003-0211-192X; Nevalainen, Liisa/0000-0001-6837-8753; Buczko, Krisztina/0000-0001-9459-8311; Urak, Istvan/0000-0003-2130-5068; Gyulai, Istvan/0000-0003-2833-2819; Luoto, Tomi/0000-0001-6925-3688; Weckstrom, Jan/0000-0001-5604-617X			Effect of Temperature on the Size of Sedimentary Remains of Littoral Chydorids								WATER				12	5					1309			10.3390/w12051309							Article	MAY 2020	2020										2	0	0	0	1	0	2				2073-4441											2020-05-01	WOS:000555915200088		
J	Maiorano, Maria Pia; Crassard, Remy; Charpentier, Vincent; Bortolini, Eugenio				CHARPENTIER, Vincent/AAR-9536-2020	Maiorano, Maria Pia/0000-0001-6243-1293; BORTOLINI, EUGENIO/0000-0001-6751-5680; Vincent, CHARPENTIER/0000-0002-8133-5931; Crassard, Remy/0000-0002-2403-1894			A quantitative approach to the study of Neolithic projectile points from south-eastern Arabia								ARABIAN ARCHAEOLOGY AND EPIGRAPHY				31	1			151	167				10.1111/aae.12147							Article	MAY 2020	2020										5	0	0	0	0	0	5			0905-7196	1600-0471											2020-05-14	WOS:000529442100014		
J	Mathewes, Rolf W.; Lacourse, Terri; Helmer, Emily F.; Howarth, Chloe R.; Fedje, Daryl W.				Lacourse, Terri/G-5647-2012	Lacourse, Terri/0000-0002-7559-5374; Howarth, Chloe/0000-0001-8029-4616; MATHEWES, ROLF/0000-0001-7637-199X			Late Pleistocene vegetation and sedimentary charcoal at Kilgii Gwaay archaeological site in coastal British Columbia, Canada, with possible proxy evidence for human presence by 13,000 cal bp								VEGETATION HISTORY AND ARCHAEOBOTANY				29	3			297	307				10.1007/s00334-019-00743-4							Article	MAY 2020	2020										4	0	0	0	1	0	4			0939-6314	1617-6278											2020-04-27	WOS:000526038400001		
J	Nazarova, Larisa; Syrykh, Liudmila S.; Mayfield, Roseanna J.; Frolova, Larisa A.; Ibragimova, Aisylu G.; Grekov, Ivan M.; Subetto, Dmitry A.				Nazarova, Larisa/AAP-7185-2020; Frolova, Larisa/K-8721-2015; Frolova, Larisa/ABF-2087-2020; Subetto, Dmitry/A-4467-2014; Syrykh, Liudmila/K-8331-2018; Nazarova, Larisa/C-8926-2014	Frolova, Larisa/0000-0001-8505-0151; Subetto, Dmitry/0000-0002-3585-8598; Syrykh, Liudmila/0000-0003-2076-8570; Nazarova, Larisa/0000-0003-4145-9689			Palaeoecological and palaeoclimatic conditions on the Karelian Isthmus (northwestern Russia) during the Holocene								QUATERNARY RESEARCH				95				65	83	PII S0033589419000887			10.1017/qua.2019.88							Article	MAY 2020	2020										16	0	1	0	8	0	16			0033-5894	1096-0287											2020-05-22	WOS:000531662000005		
J	Plekhov, Daniel; Gosner, Linda R.; Smith, Alexander J.; Nowlin, Jessica				Gosner, Linda/ABC-2026-2020	Smith, Alexander/0000-0003-1820-2375; Plekhov, Daniel/0000-0002-4594-7180; Gosner, Linda/0000-0001-6858-0281			Applications of Satellite Remote Sensing for Archaeological Survey: A Case Study from the Sinis Archaeological Project, Sardinia								ADVANCES IN ARCHAEOLOGICAL PRACTICE				8	2			192	205				10.1017/aap.2020.1							Article	MAY 2020	2020										3	0	0	0	0	0	3			2326-3768												2020-06-09	WOS:000535945600008		
J	Goehring, Andrea; Mauder, Markus; Kroeger, Peer; Grupe, Gisela				Göhring, Andrea/GPG-3374-2022				Which isotopes should we choose? Entropy-based feature ranking enables evaluation of the information content of stable isotopes in archaeofaunal material								RAPID COMMUNICATIONS IN MASS SPECTROMETRY				34	8					e8692			10.1002/rcm.8692							Article	APR 30 2020	2020										0	0	0	0	0	0	0			0951-4198	1097-0231											2020-03-25	WOS:000519265300008	31820486	
J	Harris, Daniel N.; Kessler, Michael D.; Shetty, Amol C.; Weeks, Daniel E.; Minster, Ryan L.; Browning, Sharon; Cochrane, Ethan E.; Deka, Ranjan; Hawley, Nicola L.; Reupena, Muagututi'a Sefuiva; Naseri, Take; McGarvey, Stephen T.; O'Connor, Timothy D.		Trans-Omics Precision Med; TOPMed Population Genetics		Shetty, Amol Carl/W-7121-2019; Browning, Sharon/B-1530-2008	Browning, Sharon/0000-0001-7251-9715; Shetty, Amol/0000-0001-8790-7649; Cochrane, Ethan/0000-0001-9027-0634; Weeks, Daniel/0000-0001-9410-7228; Harris, Daniel/0000-0001-8150-6000			Evolutionary history of modern Samoans								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				117	17			9458	9465				10.1073/pnas.1913157117							Article	APR 28 2020	2020										12	0	0	0	5	0	12			0027-8424												2020-05-14	WOS:000530099500048	32291332	
J	Roed, Knut H.; Kvie, Kjersti S.; Losey, Robert J.; Kosintsev, Pavel A.; Hufthammer, Anne K.; Dwyer, Mark J.; Goncharov, Vasiliy; Klokov, Konstantin B.; Arzyutov, Dmitry V.; Plekhanov, Andrei; Anderson, David G.				Anderson, David G/E-6125-2014	Anderson, David G/0000-0002-9624-5867			Temporal and structural genetic variation in reindeer (Rangifer tarandus) associated with the pastoral transition in Northwestern Siberia								ECOLOGY AND EVOLUTION				10	17			9060	9072				10.1002/ece3.6314					APR 2020		Article	SEP 2020	2020										7	0	0	0	3	0	7			2045-7758												2020-05-08	WOS:000529091400001	32953046	
J	Shumilovskikh, Lyudmila S.; Schmidt, Monika; Pereskokov, Mikhail; Sannikov, Pavel				Sannikov, Pavel/N-6663-2016; Pereskokov, Mikhail L./E-7808-2019	Sannikov, Pavel/0000-0001-7973-301X; Pereskokov, Mikhail L./0000-0002-2260-6260			Postglacial history of East European boreal forests in the mid-Kama region, pre-Urals, Russia								BOREAS				49	3			526	543				10.1111/bor.12436					APR 2020		Article	JUL 2020	2020										5	0	0	0	2	0	5			0300-9483	1502-3885											2020-05-07	WOS:000528495500001		
J	Racimo, Fernando; Woodbridge, Jessie; Fyfe, Ralph M.; Sikora, Martin; Sjogren, Karl-Goran; Kristiansen, Kristian; Vander Linden, Marc				Linden, Marc Vander/AFO-2422-2022; Sikora, Martin/C-8609-2015; Woodbridge, Jessie/ABH-9023-2020	Linden, Marc Vander/0000-0002-0120-7754; Sikora, Martin/0000-0003-2818-8319; Woodbridge, Jessie/0000-0003-0756-3538; Racimo, Fernando/0000-0002-5025-2607; Sjogren, Karl-Goran/0000-0003-1791-3175; /0000-0002-5676-008X			The spatiotemporal spread of human migrations during the European Holocene								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				117	16			8989	9000				10.1073/pnas.1920051117							Article	APR 21 2020	2020										26	0	0	0	12	0	26			0027-8424												2020-04-21	WOS:000528260600047	32238559	
J	Bernardi, Alison Paulo; Lauterjung, Miguel Busarello; Mantovani, Adelar; dos Reis, Mauricio Sedrez				Bernardi, Alison Paulo/AAG-3779-2021; Lauterjung, Miguel B/R-7689-2016; Mantovani, Adelar/AAN-8848-2021; Bernardi, Alison Paulo/AAF-9801-2021; REIS, MAURICIO SEDREZ dos/I-1733-2012	Bernardi, Alison Paulo/0000-0001-8804-0880; Mantovani, Adelar/0000-0003-2952-2171; REIS, MAURICIO SEDREZ dos/0000-0003-1331-3367			Phylogeography and species distribution modeling reveal a historic disjunction for the conifer Podocarpus lambertii								TREE GENETICS & GENOMES				16	3					40			10.1007/s11295-020-01434-2							Article	APR 18 2020	2020										0	0	0	0	0	0	0			1614-2942	1614-2950											2020-04-29	WOS:000526535600001		
J	Costello, David M.; Hartung, Erik W.; Stoll, Jordyn T.; Jefferson, Anne J.				Costello, David M/A-2694-2010	Costello, David M/0000-0002-1532-5399; Jefferson, Anne/0000-0002-0585-9602			Bioretention cell age and construction style influence stormwater pollutant dynamics								SCIENCE OF THE TOTAL ENVIRONMENT				712						135597			10.1016/j.scitotenv.2019.135597							Article	APR 10 2020	2020										17	2	0	0	6	0	19			0048-9697	1879-1026											2020-03-02	WOS:000512369600021	31791787	
J	Vernon, Kenneth B.; Yaworsky, Peter M.; Spangler, Jerry; Brewer, Simon; Codding, Brian F.					Yaworsky, Peter/0000-0002-4620-9569; Codding, Brian/0000-0001-7977-8568; Vernon, Kenneth/0000-0003-0098-5092			Decomposing Habitat Suitability Across the Forager to Farmer Transition								ENVIRONMENTAL ARCHAEOLOGY				27	4	SI		420	433				10.1080/14614103.2020.1746880					APR 2020		Article	JUL 4 2022	2022										8	0	0	0	2	0	8			1461-4103	1749-6314											2020-05-07	WOS:000528365500001		
J	Alves Pimentel, Alyne Daniele; Absy, Maria Lucia; Rech, Andre Rodrigo; Righetti de Abreu, Vanessa Holanda				Absy, Maria Lúcia/E-3830-2013; Rech, André Rodrigo/M-8330-2014; Rech, André Rodrigo/ITV-4290-2023	Absy, Maria Lúcia/0000-0001-7260-9892; Rech, André Rodrigo/0000-0003-4685-7483; 			Pollen sources used by Frieseomelitta Ihering 1912 (Hymenoptera: Apidae: Meliponini) bees along the course of the Rio Negro, Amazonas, Brazil								ACTA BOTANICA BRASILICA				34	2			371	383				10.1590/0102-33062019abb0391							Article	APR-JUN 2020	2020										2	0	0	0	1	1	3			0102-3306	1677-941X											2020-08-21	WOS:000557428500013		
J	Beck-Broichsitter, Steffen; Gerke, Horst H.; Leue, Martin; von Jeetze, Patrick J.; Horn, Rainer				Gerke, Horst H/G-3438-2014; Horn, Rainer/AAC-1265-2021	Gerke, Horst H/0000-0002-6232-7688; 			Anisotropy of unsaturated soil hydraulic properties of eroded Luvisol after conversion to hayfield comparing alfalfa and grass plots								SOIL & TILLAGE RESEARCH				198						104553			10.1016/j.still.2019.104553							Article	APR 2020	2020										16	0	0	0	12	0	16			0167-1987	1879-3444											2020-03-10	WOS:000515443600027		
J	DiNapoli, Robert J.; Rieth, Timothy M.; Lipo, Carl P.; Hunt, Terry L.								A model-based approach to the tempo of "collapse": The case of Rapa Nui (Easter Island)								JOURNAL OF ARCHAEOLOGICAL SCIENCE				116						105094			10.1016/j.jas.2020.105094							Article	APR 2020	2020										24	0	0	0	4	0	24			0305-4403	1095-9238											2020-04-01	WOS:000527931000003		
J	Djamali, Morteza; Cilleros, Kevin				Cilleros, Kévin/J-2045-2019	Cilleros, Kévin/0000-0003-1648-1032			Statistically significant minimum pollen count in Quaternary pollen analysis; the case of pollen-rich lake sediments								REVIEW OF PALAEOBOTANY AND PALYNOLOGY				275						104156			10.1016/j.revpalbo.2019.104156							Article	APR 2020	2020										18	0	0	0	7	0	17			0034-6667	1879-0615											2020-03-26	WOS:000518872100003		
J	Du, Zhi-Yuan; Harris, A. J.; Xiang, Qiu-Yun (Jenny)								Phylogenomics, co-evolution of ecological niche and morphology, and historical biogeography of buckeyes, horsechestnuts, and their relatives (Hippocastaneae, Sapindaceae) and the value of RAD-Seq for deep evolutionary inferences back to the Late Cretaceous								MOLECULAR PHYLOGENETICS AND EVOLUTION				145						106726			10.1016/j.ympev.2019.106726							Article	APR 2020	2020										19	6	0	0	18	0	20			1055-7903	1095-9513											2020-04-01	WOS:000518369600010	31893535	
J	Janovsky, Martin Petr; Karlik, Petr; Horak, Jan; Smejda, Ladislav; Opare, Michael Asare; Benes, Jaromir; Hejcman, Michal				Horák, Jan/E-8993-2017; Janovský, Martin Petr/AAL-8796-2020; Benes, Jaromir/C-7548-2016; Janovský, Martin/ABF-5259-2020	Horák, Jan/0000-0001-5589-7124; Benes, Jaromir/0000-0001-6631-3227; Janovský, Martin/0000-0001-5584-4719; Hejcman, Michal/0000-0002-3513-2017; Opare Asare, Michael/0000-0002-0008-1459			Historical land-use in an abandoned mountain village in the Czech Republic is reflected by the Mg, P, K, Ca, V, Cr, Mn, Fe, Ni, Cu, Zn, Rb, Zr, and Sr content in contemporary soils								CATENA				187						104347			10.1016/j.catena.2019.104347							Article	APR 2020	2020										11	1	0	0	4	0	11			0341-8162	1872-6887											2020-03-05	WOS:000514020400064		
J	Letsch, Harald; Balke, Michael; Toussaint, Emmanuel F. A.; Riedel, Alexander					Toussaint, Emmanuel/0000-0002-8439-1285; Letsch, Harald/0000-0001-9854-4855			Historical biogeography of the hyperdiverse hidden snout weevils (Coleoptera, Curculionidae, Cryptorhynchinae)								SYSTEMATIC ENTOMOLOGY				45	2			312	326				10.1111/syen.12396							Article	APR 2020	2020										8	0	0	0	8	0	8			0307-6970	1365-3113											2020-03-17	WOS:000517787900006		
J	Pargeter, Justin; Schmidt, Patrick				Schmidt, Patrick/D-3925-2016; Pargeter, Justin/HZH-8226-2023	Schmidt, Patrick/0000-0002-8727-6127; Pargeter, Justin/0000-0001-6536-8568			'Simple' surface-fire heat treatment significantly improves silcrete flake quality and flaking efficiency								JOURNAL OF ARCHAEOLOGICAL SCIENCE-REPORTS				30						102203			10.1016/j.jasrep.2020.102203							Article	APR 2020	2020										7	0	0	0	1	0	7			2352-409X												2020-06-29	WOS:000540008200024		
J	Breslawski, Ryan P.; Playford, Tomasin; Johnston, Christopher M.					Johnston, Christopher/0000-0001-6416-8986; Breslawski, Ryan/0000-0002-8336-1295			Foetal bison long bones and mortality season estimates at the early Holocene Casper and Horner II sites, North America								INTERNATIONAL JOURNAL OF OSTEOARCHAEOLOGY				30	4			425	434				10.1002/oa.2869					MAR 2020		Article	JUL 2020	2020										0	0	0	0	0	0	0			1047-482X	1099-1212											2020-03-31	WOS:000520247900001		
J	Bredoire, Felix; Kayler, Zachary E.; Dupouey, Jean-Luc; Derrien, Delphine; Zeller, Bernd; Barsukov, Pavel A.; Rusalimova, Olga; Nikitich, Polina; Bakker, Mark R.; Legout, Arnaud				Rusalimova, Olga/AAZ-9723-2020	Derrien, Delphine/0000-0002-6482-2316; Bakker, Mark/0000-0002-3251-3586; Kayler, Zachary/0000-0003-0090-7537			Limiting factors of aspen radial growth along a climatic and soil water budget gradient in south-western Siberia								AGRICULTURAL AND FOREST METEOROLOGY				282						107870			10.1016/j.agrformet.2019.107870							Article	MAR 15 2020	2020										4	0	0	0	2	0	4			0168-1923	1873-2240											2020-04-27	WOS:000525813300015		
J	Eriksen, Anne Marie Hoier; Puetz, Lara; Rocha, Carolina; Nielsen, Tue K.; Hansen, Lars H.; Gilbert, M. Thomas P.				Hansen, Lars H/G-3236-2011; Gilbert, Marcus TP/A-8936-2013	Gilbert, Marcus TP/0000-0002-5805-7195; Nielsen, Tue/0000-0001-6610-8450; Hoier Eriksen, Anne Marie/0000-0001-5243-5207; Hestbjerg Hansen, Lars/0000-0003-0027-1524			Releasing the microbes from old bones: the effect of different DNA extraction protocols on microbial community profiling								SCIENCE AND TECHNOLOGY OF ARCHAEOLOGICAL RESEARCH				6	1			1	15				10.1080/20548923.2020.1738115					MAR 2020		Article	JAN 1 2020	2020										4	0	0	0	1	0	4			2054-8923												2020-03-24	WOS:000519861000001		
J	Gasca-Pineda, Jaime; Velez, Patricia; Hosoya, Tsuyoshi				Velez, Patricia/AAB-6546-2022; Hosoya, Tsuyoshi/J-6140-2014	Velez, Patricia/0000-0002-4449-8977; 			Phylogeography of post-Pleistocene population expansion in Dasyscyphella longistipitata (Leotiomycetes, Helotiales), an endemic fungal symbiont of Fagus crenata in Japan								MYCOKEYS					65			1	24				10.3897/mycokeys.65.48409							Article	MAR 10 2020	2020										3	0	0	0	3	0	3			1314-4057	1314-4049											2020-03-24	WOS:000518857200001	32218686	
